,0
0,2.0
1,-0.19683233339879055
2,-0.3089257739800249
3,0.4662454870896708
4,1.0396814369889469
5,0.705331694425407
6,1.1770401849855745
7,0.382988417023883
8,0.2830961985395383
9,0.010214789781020781
10,0.45016720858007103
11,0.03556594937608859
12,0.6797728988211296
13,0.6930500682053561
14,0.28584478654273865
15,0.2936975020796903
16,0.1677842131921243
17,-0.005073348628682413
18,0.2690050606471782
19,0.9060850864528511
20,0.7407780721064616
21,-0.3425609382207298
22,0.006010425589121477
23,0.37190624297869046
24,-0.014147798727122976
25,0.6226487581036398
26,0.6074028924199784
27,0.6556201144895316
28,-0.2766651927457654
29,-0.26995786216027795
30,-0.5101540776650693
31,-0.7844398844406522
32,-0.6589632355521414
33,-0.015964067008845482
34,0.5332761713381665
35,-0.6153316976312395
36,-0.5035698092380078
37,-0.21524865130188756
38,-0.5594720464645044
39,0.0575234888637078
40,-0.6223092014899724
41,1.3860848322073143
42,0.6961863088905252
43,-0.3892849196777928
44,0.15732285568451918
45,-0.024681594907886656
46,0.31570961679805776
47,0.3917627044719708
48,0.09732705086351563
49,0.16371736281963703
50,0.06704002623179711
51,-0.22699322479549577
52,-0.16740107966893977
53,0.23280799402081617
54,-0.05871484907065706
55,0.5068663004843579
56,0.22689920564690713
57,0.7678848582530216
58,0.21747667895064982
59,0.5286147024411159
60,0.4728188358077537
61,-0.48335587061560864
62,-0.2834747233625669
63,-0.23083882987777074
64,0.17026676977360147
65,-0.08764417978407389
66,0.3466456000046752
67,0.6539999151773638
68,0.745870891348912
69,-1.0108288355290473
70,-0.13548033385726474
71,-0.48789084781328423
72,0.026097522564956302
73,0.067031957620473
74,-0.6685024063360098
75,-0.5601081938691987
76,-0.40332593486062873
77,-0.23367771221729502
78,-0.2687737817724944
79,-0.14848658960314107
80,-0.3609625608327296
81,0.4669841710061816
82,0.7465061051616424
83,0.09579617030151037
84,0.3955394769948328
85,-0.05938257792165394
86,-0.24853716139667612
87,0.19512708964306702
88,-0.014511838816810816
89,-0.5777666782946554
90,-0.4264060191165009
91,-0.2997779563535551
92,-0.25888144208884023
93,-0.6826360183554474
94,-0.6426638875593254
95,0.24688572288995989
96,-0.0766769866965681
97,0.10422264560466561
98,-0.23394504124744359
99,0.641607373610955
100,0.6203594983978201
101,0.41912127066924565
102,-0.36841430815696374
103,-0.7899888285955359
104,-0.6811495953535008
105,-0.16321110418823553
106,-0.39716523540662724
107,0.0829216157620346
108,-0.31168658394528037
109,-0.17573438270830322
110,-0.5766142197262353
111,-0.6153127267886837
112,-0.39950555734942866
113,-0.6512537834340673
114,-0.3944267282300145
115,-0.5782807563899496
116,-0.5266728829819775
117,0.2141739748581428
118,-0.3296478648101551
119,0.007638923553998482
120,-0.34760706811684033
121,0.10974818244625549
122,-0.7996781193373677
123,-0.34898620061913155
124,-0.6943384018059822
125,0.04885198518544057
126,0.25765226564458327
127,-1.0417290676456215
128,-0.921859355818527
129,-0.02875940350164736
130,0.5025882039929986
131,0.565611701825001
132,-0.10338104117003165
133,-0.8084762650706926
134,0.21938780567519486
135,-0.2605517583263201
136,-0.5462818172192319
137,0.02684884513841361
138,0.4990589744327496
139,0.566095851538578
140,-0.07615490350723655
141,-0.9903345351196702
142,-0.789693808508773
143,0.7382679492457592
144,-0.1840551306521194
145,-0.4452294010831308
146,-0.28762080005203244
147,-0.3647135480748895
148,-0.8108845151401688
149,-0.25478121234487183
150,0.062133985776190934
151,0.5233884108580444
152,0.11050115195851785
153,0.15846866056028805
154,0.13951817012712
155,0.09889284370602612
156,-0.004072551806657571
157,0.05373063280933997
158,-0.4768997412857439
159,0.55069620766033
160,0.3989916084452573
161,0.12559772976814992
162,0.030182804678842868
163,0.05941676140397282
164,-0.8080926497931049
165,0.032136710916677184
166,-0.147765009103102
167,-0.6390258288816216
168,-1.067336762994281
169,0.06344298736949824
170,-0.21035324380460876
171,0.35327831386147296
172,-0.2859446522858635
173,-0.5107525701160749
174,-0.826149012932299
175,0.40280789036202336
176,0.5227045742238884
177,-0.1722878901171134
178,0.5076418459210494
179,0.38436530360664645
180,0.12538742379094778
181,-0.11783003509892682
182,-0.16338250474395924
183,-0.015281737769964604
184,-0.5102797685634473
185,-0.0162216975586241
186,0.3487516787613443
187,1.1088540679476004
188,1.1533766170101447
189,0.5136348893489703
190,1.06984957371445
191,-0.24737858349972425
192,-0.2023020832765546
193,0.7383839974673972
194,-0.34902236203020676
195,0.3306073270661672
196,-0.42594191706612244
197,-0.01247647006634219
198,-0.29717829949681707
199,0.31483116549067347
200,-0.14157863954566707
201,-0.2325118691172895
202,-0.46060979079291625
203,0.8205566597985321
204,0.6428504111205914
205,0.23434216162289503
206,0.2875627221275763
207,-0.148727776955414
208,-0.5605128954549198
209,-0.5056126661117465
210,0.021399521218064405
211,0.37708496773718897
212,-0.7391600868569768
213,0.10030267824709971
214,-0.6173759205216559
215,-0.0500460118163501
216,-0.7365905339307143
217,-0.08696823106362771
218,-0.3193769754342802
219,0.7335043841045701
220,0.30558507573016497
221,0.19779723218778425
222,0.12777382590457076
223,0.23624977233043545
224,0.4951264988422157
225,0.009496843053398507
226,-0.41482022288035175
227,0.42171817782086596
228,0.394744484145267
229,-0.33473417811812045
230,0.10699191945429865
231,-0.0528134775943351
232,0.31183727159501395
233,0.543300892160011
234,0.027755179210035112
235,-0.18812485822080063
236,-0.43647680153120516
237,0.31432469000345825
238,0.5836270767679546
239,0.3867043820412502
240,-0.27610520893608204
241,0.3858639791042495
242,0.08032874786090721
243,0.615476918827185
244,0.4596114230546418
245,-0.14702005090530876
246,-0.26587033126484616
247,-0.1768374642321017
248,-0.6246969049249543
249,0.2852083333125535
250,-0.5617551658678078
251,0.19018429605046971
252,-0.06358933455487827
253,-0.4817891342337965
254,-0.13777752107035798
255,-0.08691145194919245
256,0.061687906543648766
257,-0.1837563256527387
258,-0.37470831171039376
259,-0.9547030378727205
260,0.4069286101400157
261,-0.9462825345060596
262,-0.5165361569379493
263,0.5565667413291664
264,-1.0279769151439746
265,-0.695537430068499
266,-0.0324057571766406
267,-0.8943894666256079
268,-0.4877528291598311
269,-0.03339387100529356
270,-0.5588999004148416
271,-1.4110476068634072
272,-0.9196024742917326
273,-0.20769536043573392
